camera,datetime,zone,person,car,bicycle,motorcycle,truck,dog
2,29-11-2021 8:00,0,0,0,0,0,0,0
2,29-11-2021 8:00,1,0,0,0,0,0,0
2,29-11-2021 8:00,2,0,0,0,0,0,0
2,29-11-2021 8:00,3,0,0,0,0,0,0
2,29-11-2021 9:00,0,0,0,0,0,0,0
2,29-11-2021 9:00,1,0,0,0,0,0,0
2,29-11-2021 9:00,2,0,0,0,0,0,0
2,29-11-2021 9:00,3,0,0,0,0,0,0
2,29-11-2021 10:00,0,0,0,0,0,0,0
2,29-11-2021 10:00,1,0,0,0,0,0,0
2,29-11-2021 10:00,2,0,0,0,0,0,0
2,29-11-2021 10:00,3,0,0,0,0,0,0
2,29-11-2021 11:00,0,2,37,0,0,0,0
2,29-11-2021 11:00,1,3,0,0,0,0,0
2,29-11-2021 11:00,2,5,0,0,0,0,0
2,29-11-2021 11:00,3,7,0,0,0,0,0
2,29-11-2021 12:00,0,0,70,0,0,3,0
2,29-11-2021 12:00,1,2,4,0,0,3,0
2,29-11-2021 12:00,2,1,0,0,0,0,0
2,29-11-2021 12:00,3,1,0,0,0,0,0
2,29-11-2021 13:00,0,0,91,0,0,1,0
2,29-11-2021 13:00,1,2,5,0,0,2,0
2,29-11-2021 13:00,2,9,0,0,0,0,0
2,29-11-2021 13:00,3,8,0,0,0,0,0
2,29-11-2021 14:00,0,0,71,0,0,2,0
2,29-11-2021 14:00,1,16,2,0,0,4,0
2,29-11-2021 14:00,2,21,0,0,0,0,0
2,29-11-2021 14:00,3,3,0,0,0,0,0
2,29-11-2021 15:00,0,0,64,0,0,0,0
2,29-11-2021 15:00,1,13,4,0,0,4,0
2,29-11-2021 15:00,2,10,0,0,0,0,0
2,29-11-2021 15:00,3,6,0,0,0,0,0
2,29-11-2021 16:00,0,0,61,0,0,3,0
2,29-11-2021 16:00,1,1,4,0,0,3,0
2,29-11-2021 16:00,2,16,0,0,0,0,0
2,29-11-2021 16:00,3,1,0,0,0,0,0
2,29-11-2021 17:00,0,0,119,0,0,9,0
2,29-11-2021 17:00,1,5,52,0,0,3,0
2,29-11-2021 17:00,2,39,0,0,0,0,0
2,29-11-2021 17:00,3,3,0,0,0,0,0
2,29-11-2021 18:00,0,0,117,0,0,2,0
2,29-11-2021 18:00,1,18,8,0,0,3,0
2,29-11-2021 18:00,2,43,0,0,0,0,0
2,29-11-2021 18:00,3,3,0,0,0,0,0
2,29-11-2021 19:00,0,0,1,0,0,0,0
2,29-11-2021 19:00,1,0,5,0,0,0,0
2,29-11-2021 19:00,2,2,0,0,0,0,0
2,29-11-2021 19:00,3,0,0,0,0,0,0
2,29-11-2021 20:00,0,0,2,0,0,0,0
2,29-11-2021 20:00,1,0,2,0,0,0,0
2,29-11-2021 20:00,2,6,0,0,0,0,0
2,29-11-2021 20:00,3,0,0,0,0,0,0
2,29-11-2021 21:00,0,0,1,0,0,0,0
2,29-11-2021 21:00,1,3,0,0,0,0,0
2,29-11-2021 21:00,2,6,0,0,0,0,0
2,29-11-2021 21:00,3,0,0,0,0,0,0
2,29-11-2021 22:00,0,0,2,0,0,0,0
2,29-11-2021 22:00,1,0,4,0,0,0,0
2,29-11-2021 22:00,2,0,0,0,0,0,0
2,29-11-2021 22:00,3,0,0,0,0,0,0
2,29-11-2021 23:00,0,0,3,0,0,0,0
2,29-11-2021 23:00,1,1,0,0,0,0,0
2,29-11-2021 23:00,2,0,0,0,0,0,0
2,29-11-2021 23:00,3,0,0,0,0,0,0
2,30-11-2021 0:00,0,0,0,0,0,0,0
2,30-11-2021 0:00,1,0,1,0,0,0,0
2,30-11-2021 0:00,2,1,0,0,0,0,0
2,30-11-2021 0:00,3,0,0,0,0,0,0
2,30-11-2021 1:00,0,0,0,0,0,0,0
2,30-11-2021 1:00,1,0,0,0,0,0,0
2,30-11-2021 1:00,2,3,0,0,0,0,0
2,30-11-2021 1:00,3,0,0,0,0,0,0
2,30-11-2021 2:00,0,0,0,0,0,0,0
2,30-11-2021 2:00,1,0,0,0,0,0,0
2,30-11-2021 2:00,2,0,0,0,0,0,0
2,30-11-2021 2:00,3,0,0,0,0,0,0
2,30-11-2021 3:00,0,0,0,0,0,0,0
2,30-11-2021 3:00,1,0,1,0,0,0,0
2,30-11-2021 3:00,2,0,0,0,0,0,0
2,30-11-2021 3:00,3,0,0,0,0,0,0
2,30-11-2021 4:00,0,0,0,0,0,0,0
2,30-11-2021 4:00,1,0,0,0,0,0,0
2,30-11-2021 4:00,2,0,0,0,0,0,0
2,30-11-2021 4:00,3,0,0,0,0,0,0
2,30-11-2021 5:00,0,0,0,0,0,0,0
2,30-11-2021 5:00,1,0,0,0,0,0,0
2,30-11-2021 5:00,2,0,0,0,0,0,0
2,30-11-2021 5:00,3,0,0,0,0,0,0
2,30-11-2021 6:00,0,0,1,0,0,0,0
2,30-11-2021 6:00,1,0,0,0,0,0,0
2,30-11-2021 6:00,2,3,0,0,0,0,0
2,30-11-2021 6:00,3,0,0,0,0,0,0
2,30-11-2021 7:00,0,0,0,0,0,0,0
2,30-11-2021 7:00,1,0,0,0,0,0,0
2,30-11-2021 7:00,2,0,0,0,0,0,0
2,30-11-2021 7:00,3,0,0,0,0,0,0
2,30-11-2021 8:00,0,0,0,0,0,0,0
2,30-11-2021 8:00,1,0,3,0,0,0,0
2,30-11-2021 8:00,2,0,0,0,0,0,0
2,30-11-2021 8:00,3,0,0,0,0,0,0
2,30-11-2021 9:00,0,0,13,0,0,0,0
2,30-11-2021 9:00,1,0,7,0,0,0,0
2,30-11-2021 9:00,2,0,0,0,0,0,0
2,30-11-2021 9:00,3,0,0,0,0,0,0
2,30-11-2021 10:00,0,0,175,0,0,2,0
2,30-11-2021 10:00,1,7,5,0,0,2,0
2,30-11-2021 10:00,2,36,0,0,0,0,0
2,30-11-2021 10:00,3,0,0,0,0,0,0
2,30-11-2021 11:00,0,0,44,0,0,0,0
2,30-11-2021 11:00,1,1,6,0,0,1,0
2,30-11-2021 11:00,2,0,0,0,0,0,0
2,30-11-2021 11:00,3,0,0,0,0,0,0
2,30-11-2021 12:00,0,0,48,0,0,3,0
2,30-11-2021 12:00,1,3,5,0,0,0,0
2,30-11-2021 12:00,2,11,0,0,0,0,0
2,30-11-2021 12:00,3,0,0,0,0,0,0
2,30-11-2021 13:00,0,0,73,0,0,3,0
2,30-11-2021 13:00,1,2,5,0,0,1,0
2,30-11-2021 13:00,2,11,0,0,0,0,0
2,30-11-2021 13:00,3,0,0,0,0,0,0
2,30-11-2021 14:00,0,1,61,0,0,1,0
2,30-11-2021 14:00,1,2,5,0,0,0,0
2,30-11-2021 14:00,2,5,0,0,0,0,0
2,30-11-2021 14:00,3,1,0,0,0,0,0
2,30-11-2021 15:00,0,0,60,0,0,4,0
2,30-11-2021 15:00,1,4,4,0,0,1,0
2,30-11-2021 15:00,2,14,0,0,0,0,0
2,30-11-2021 15:00,3,0,0,0,0,0,0
2,30-11-2021 16:00,0,0,63,0,0,3,0
2,30-11-2021 16:00,1,5,12,0,0,5,0
2,30-11-2021 16:00,2,7,0,0,0,0,0
2,30-11-2021 16:00,3,1,0,0,0,0,0
2,30-11-2021 17:00,0,0,184,0,0,10,0
2,30-11-2021 17:00,1,15,7,0,0,3,0
2,30-11-2021 17:00,2,86,0,0,0,0,0
2,30-11-2021 17:00,3,1,0,0,0,0,0
2,30-11-2021 18:00,0,0,52,0,0,2,0
2,30-11-2021 18:00,1,14,18,0,0,2,0
2,30-11-2021 18:00,2,5,0,0,0,0,0
2,30-11-2021 18:00,3,4,0,0,0,0,0
2,30-11-2021 19:00,0,0,11,0,0,0,0
2,30-11-2021 19:00,1,0,18,0,0,0,0
2,30-11-2021 19:00,2,0,0,0,0,0,0
2,30-11-2021 19:00,3,0,0,0,0,0,0
2,30-11-2021 20:00,0,0,0,0,0,0,0
2,30-11-2021 20:00,1,0,3,0,0,0,0
2,30-11-2021 20:00,2,3,0,0,0,0,0
2,30-11-2021 20:00,3,0,0,0,0,0,0
2,30-11-2021 21:00,0,0,1,0,0,0,0
2,30-11-2021 21:00,1,2,4,0,0,0,0
2,30-11-2021 21:00,2,0,0,0,0,0,0
2,30-11-2021 21:00,3,0,0,0,0,0,0
2,30-11-2021 22:00,0,0,0,0,0,0,0
2,30-11-2021 22:00,1,0,3,0,0,0,0
2,30-11-2021 22:00,2,0,0,0,0,0,0
2,30-11-2021 22:00,3,0,0,0,0,0,0
2,30-11-2021 23:00,0,0,0,0,0,0,0
2,30-11-2021 23:00,1,0,0,0,0,0,0
2,30-11-2021 23:00,2,0,0,0,0,0,0
2,30-11-2021 23:00,3,0,0,0,0,0,0
2,01-12-2021 0:00,0,0,0,0,0,0,0
2,01-12-2021 0:00,1,0,0,0,0,0,0
2,01-12-2021 0:00,2,0,0,0,0,0,0
2,01-12-2021 0:00,3,0,0,0,0,0,0
2,01-12-2021 1:00,0,0,0,0,0,0,0
2,01-12-2021 1:00,1,0,0,0,0,0,0
2,01-12-2021 1:00,2,0,0,0,0,0,0
2,01-12-2021 1:00,3,0,0,0,0,0,0
2,01-12-2021 2:00,0,0,0,0,0,0,0
2,01-12-2021 2:00,1,0,1,0,0,0,0
2,01-12-2021 2:00,2,0,0,0,0,0,0
2,01-12-2021 2:00,3,0,0,0,0,0,0
2,01-12-2021 3:00,0,0,0,0,0,0,0
2,01-12-2021 3:00,1,0,0,0,0,0,0
2,01-12-2021 3:00,2,0,0,0,0,0,0
2,01-12-2021 3:00,3,0,0,0,0,0,0
2,01-12-2021 4:00,0,0,0,0,0,0,0
2,01-12-2021 4:00,1,0,0,0,0,0,0
2,01-12-2021 4:00,2,0,0,0,0,0,0
2,01-12-2021 4:00,3,0,0,0,0,0,0
2,01-12-2021 5:00,0,0,0,0,0,0,0
2,01-12-2021 5:00,1,0,0,0,0,0,0
2,01-12-2021 5:00,2,0,0,0,0,0,0
2,01-12-2021 5:00,3,0,0,0,0,0,0
2,01-12-2021 6:00,0,0,0,0,0,0,0
2,01-12-2021 6:00,1,0,0,0,0,0,0
2,01-12-2021 6:00,2,1,0,0,0,0,0
2,01-12-2021 6:00,3,0,0,0,0,0,0
2,01-12-2021 7:00,0,0,0,0,0,0,0
2,01-12-2021 7:00,1,0,0,0,0,0,0
2,01-12-2021 7:00,2,0,0,0,0,0,0
2,01-12-2021 7:00,3,0,0,0,0,0,0
2,01-12-2021 8:00,0,0,2,0,0,0,0
2,01-12-2021 8:00,1,0,0,0,0,0,0
2,01-12-2021 8:00,2,6,0,0,0,0,0
2,01-12-2021 8:00,3,0,0,0,0,0,0
2,01-12-2021 9:00,0,0,14,0,0,0,0
2,01-12-2021 9:00,1,0,4,0,0,0,0
2,01-12-2021 9:00,2,3,0,0,0,0,0
2,01-12-2021 9:00,3,0,0,0,0,0,0
2,01-12-2021 10:00,0,3,167,0,0,5,0
2,01-12-2021 10:00,1,18,6,0,0,2,0
2,01-12-2021 10:00,2,54,0,0,0,0,0
2,01-12-2021 10:00,3,2,0,0,0,0,0
2,01-12-2021 11:00,0,1,84,0,0,3,0
2,01-12-2021 11:00,1,0,4,0,0,1,0
2,01-12-2021 11:00,2,0,0,0,0,0,0
2,01-12-2021 11:00,3,0,0,0,0,0,0
2,01-12-2021 12:00,0,0,95,0,0,6,0
2,01-12-2021 12:00,1,0,2,0,0,3,0
2,01-12-2021 12:00,2,8,0,0,0,0,0
2,01-12-2021 12:00,3,1,0,0,0,0,0
2,01-12-2021 13:00,0,1,82,0,0,4,0
2,01-12-2021 13:00,1,21,6,0,0,3,0
2,01-12-2021 13:00,2,18,0,0,0,0,0
2,01-12-2021 13:00,3,21,0,0,0,0,0
2,01-12-2021 14:00,0,0,89,0,0,14,0
2,01-12-2021 14:00,1,3,5,0,0,6,0
2,01-12-2021 14:00,2,34,0,0,0,0,0
2,01-12-2021 14:00,3,16,0,0,0,0,0
2,01-12-2021 15:00,0,0,88,0,0,19,0
2,01-12-2021 15:00,1,2,3,0,0,3,0
2,01-12-2021 15:00,2,11,0,0,0,0,0
2,01-12-2021 15:00,3,3,0,0,0,0,0
2,01-12-2021 16:00,0,1,121,0,0,12,0
2,01-12-2021 16:00,1,11,14,0,0,6,0
2,01-12-2021 16:00,2,47,0,0,0,0,0
2,01-12-2021 16:00,3,2,0,0,0,0,0
2,01-12-2021 17:00,0,0,146,0,0,11,0
2,01-12-2021 17:00,1,25,12,0,0,3,0
2,01-12-2021 17:00,2,32,0,0,0,0,0
2,01-12-2021 17:00,3,18,0,0,0,0,0
2,01-12-2021 18:00,0,0,77,0,0,1,0
2,01-12-2021 18:00,1,4,15,0,0,4,0
2,01-12-2021 18:00,2,5,0,0,0,0,0
2,01-12-2021 18:00,3,2,0,0,0,0,0
2,01-12-2021 19:00,0,0,6,0,0,0,0
2,01-12-2021 19:00,1,0,10,0,0,0,0
2,01-12-2021 19:00,2,7,0,0,0,0,0
2,01-12-2021 19:00,3,0,0,0,0,0,0
2,01-12-2021 20:00,0,0,4,0,0,0,0
2,01-12-2021 20:00,1,0,11,0,0,0,0
2,01-12-2021 20:00,2,1,0,0,0,0,0
2,01-12-2021 20:00,3,0,0,0,0,0,0
2,01-12-2021 21:00,0,0,3,0,0,0,0
2,01-12-2021 21:00,1,0,6,0,0,0,0
2,01-12-2021 21:00,2,6,0,0,0,0,0
2,01-12-2021 21:00,3,0,0,0,0,0,0
2,01-12-2021 22:00,0,0,3,0,0,0,0
2,01-12-2021 22:00,1,0,6,0,0,0,0
2,01-12-2021 22:00,2,0,0,0,0,0,0
2,01-12-2021 22:00,3,0,0,0,0,0,0
2,01-12-2021 23:00,0,0,1,0,0,0,0
2,01-12-2021 23:00,1,0,2,0,0,0,0
2,01-12-2021 23:00,2,6,0,0,0,0,0
2,01-12-2021 23:00,3,0,0,0,0,0,0
2,02-12-2021 0:00,0,0,1,0,0,0,0
2,02-12-2021 0:00,1,0,1,0,0,0,0
2,02-12-2021 0:00,2,2,0,0,0,0,0
2,02-12-2021 0:00,3,0,0,0,0,0,0
2,02-12-2021 1:00,0,0,1,0,0,0,0
2,02-12-2021 1:00,1,0,3,0,0,0,0
2,02-12-2021 1:00,2,0,0,0,0,0,0
2,02-12-2021 1:00,3,0,0,0,0,0,0
2,02-12-2021 2:00,0,0,0,0,0,0,0
2,02-12-2021 2:00,1,0,0,0,0,0,0
2,02-12-2021 2:00,2,0,0,0,0,0,0
2,02-12-2021 2:00,3,0,0,0,0,0,0
2,02-12-2021 3:00,0,0,1,0,0,0,0
2,02-12-2021 3:00,1,0,0,0,0,0,0
2,02-12-2021 3:00,2,0,0,0,0,0,0
2,02-12-2021 3:00,3,0,0,0,0,0,0
2,02-12-2021 4:00,0,0,0,0,0,0,0
2,02-12-2021 4:00,1,0,0,0,0,0,0
2,02-12-2021 4:00,2,0,0,0,0,0,0
2,02-12-2021 4:00,3,0,0,0,0,0,0
2,02-12-2021 5:00,0,0,0,0,0,0,0
2,02-12-2021 5:00,1,0,1,0,0,0,0
2,02-12-2021 5:00,2,0,0,0,0,0,0
2,02-12-2021 5:00,3,0,0,0,0,0,0
2,02-12-2021 6:00,0,0,1,0,0,0,0
2,02-12-2021 6:00,1,0,0,0,0,0,0
2,02-12-2021 6:00,2,0,0,0,0,0,0
2,02-12-2021 6:00,3,0,0,0,0,0,0
2,02-12-2021 7:00,0,0,2,0,0,0,0
2,02-12-2021 7:00,1,0,1,0,0,0,0
2,02-12-2021 7:00,2,0,0,0,0,0,0
2,02-12-2021 7:00,3,0,0,0,0,0,0
2,02-12-2021 8:00,0,0,7,0,0,0,0
2,02-12-2021 8:00,1,0,3,0,0,0,0
2,02-12-2021 8:00,2,0,0,0,0,0,0
2,02-12-2021 8:00,3,0,0,0,0,0,0
2,02-12-2021 9:00,0,0,0,0,0,0,0
2,02-12-2021 9:00,1,0,0,0,0,0,0
2,02-12-2021 9:00,2,0,0,0,0,0,0
2,02-12-2021 9:00,3,0,0,0,0,0,0
2,02-12-2021 10:00,0,0,0,0,0,0,0
2,02-12-2021 10:00,1,0,0,0,0,0,0
2,02-12-2021 10:00,2,0,0,0,0,0,0
2,02-12-2021 10:00,3,0,0,0,0,0,0
2,02-12-2021 11:00,0,0,0,0,0,0,0
2,02-12-2021 11:00,1,0,0,0,0,0,0
2,02-12-2021 11:00,2,0,0,0,0,0,0
2,02-12-2021 11:00,3,0,0,0,0,0,0
2,02-12-2021 12:00,0,0,0,0,0,0,0
2,02-12-2021 12:00,1,0,0,0,0,0,0
2,02-12-2021 12:00,2,0,0,0,0,0,0
2,02-12-2021 12:00,3,0,0,0,0,0,0
2,02-12-2021 13:00,0,0,15,0,0,2,0
2,02-12-2021 13:00,1,0,3,0,0,0,0
2,02-12-2021 13:00,2,3,0,0,0,0,0
2,02-12-2021 13:00,3,12,0,0,0,0,0
2,02-12-2021 14:00,0,0,64,0,0,0,0
2,02-12-2021 14:00,1,0,11,0,0,2,0
2,02-12-2021 14:00,2,11,0,0,0,0,0
2,02-12-2021 14:00,3,9,0,0,0,0,0
2,02-12-2021 15:00,0,0,13,0,0,0,0
2,02-12-2021 15:00,1,3,5,0,0,2,0
2,02-12-2021 15:00,2,2,0,0,0,0,0
2,02-12-2021 15:00,3,1,0,0,0,0,0
2,02-12-2021 16:00,0,0,54,0,0,0,0
2,02-12-2021 16:00,1,6,9,0,0,3,0
2,02-12-2021 16:00,2,21,0,0,0,0,0
2,02-12-2021 16:00,3,0,0,0,0,0,0
2,02-12-2021 17:00,0,1,172,0,0,5,0
2,02-12-2021 17:00,1,13,14,0,0,7,0
2,02-12-2021 17:00,2,44,0,0,0,0,0
2,02-12-2021 17:00,3,0,0,0,0,0,0
2,02-12-2021 18:00,0,0,132,0,0,4,0
2,02-12-2021 18:00,1,2,0,0,0,10,0
2,02-12-2021 18:00,2,18,0,0,0,0,0
2,02-12-2021 18:00,3,0,0,0,0,0,0
2,02-12-2021 19:00,0,0,47,0,0,0,0
2,02-12-2021 19:00,1,0,9,0,0,1,0
2,02-12-2021 19:00,2,0,0,0,0,0,0
2,02-12-2021 19:00,3,0,0,0,0,0,0
2,02-12-2021 20:00,0,0,18,0,0,0,0
2,02-12-2021 20:00,1,1,26,0,0,0,0
2,02-12-2021 20:00,2,0,0,0,0,0,0
2,02-12-2021 20:00,3,0,0,0,0,0,0
2,02-12-2021 21:00,0,0,8,0,0,0,0
2,02-12-2021 21:00,1,11,13,0,0,0,0
2,02-12-2021 21:00,2,0,0,0,0,0,0
2,02-12-2021 21:00,3,0,0,0,0,0,0
2,02-12-2021 22:00,0,0,6,0,0,0,0
2,02-12-2021 22:00,1,0,5,0,0,0,0
2,02-12-2021 22:00,2,0,0,0,0,0,0
2,02-12-2021 22:00,3,0,0,0,0,0,0
2,02-12-2021 23:00,0,0,5,0,0,0,0
2,02-12-2021 23:00,1,0,5,0,0,0,0
2,02-12-2021 23:00,2,4,0,0,0,0,0
2,02-12-2021 23:00,3,0,0,0,0,0,0
2,03-12-2021 0:00,0,0,1,0,0,0,0
2,03-12-2021 0:00,1,3,3,0,0,0,0
2,03-12-2021 0:00,2,4,0,0,0,0,0
2,03-12-2021 0:00,3,0,0,0,0,0,0
2,03-12-2021 1:00,0,0,1,0,0,0,0
2,03-12-2021 1:00,1,0,3,0,0,0,0
2,03-12-2021 1:00,2,0,0,0,0,0,0
2,03-12-2021 1:00,3,0,0,0,0,0,0
2,03-12-2021 2:00,0,0,0,0,0,0,0
2,03-12-2021 2:00,1,0,1,0,0,0,0
2,03-12-2021 2:00,2,0,0,0,0,0,0
2,03-12-2021 2:00,3,0,0,0,0,0,0
2,03-12-2021 3:00,0,0,1,0,0,0,0
2,03-12-2021 3:00,1,0,2,0,0,0,0
2,03-12-2021 3:00,2,0,0,0,0,0,0
2,03-12-2021 3:00,3,0,0,0,0,0,0
2,03-12-2021 4:00,0,0,0,0,0,0,0
2,03-12-2021 4:00,1,0,0,0,0,0,0
2,03-12-2021 4:00,2,0,0,0,0,0,0
2,03-12-2021 4:00,3,0,0,0,0,0,0
2,03-12-2021 5:00,0,0,1,0,0,0,0
2,03-12-2021 5:00,1,0,0,0,0,0,0
2,03-12-2021 5:00,2,0,0,0,0,0,0
2,03-12-2021 5:00,3,0,0,0,0,0,0
2,03-12-2021 6:00,0,0,0,0,0,0,0
2,03-12-2021 6:00,1,0,0,0,0,0,0
2,03-12-2021 6:00,2,0,0,0,0,0,0
2,03-12-2021 6:00,3,0,0,0,0,0,0
2,03-12-2021 7:00,0,0,1,0,0,0,0
2,03-12-2021 7:00,1,0,1,0,0,0,0
2,03-12-2021 7:00,2,6,0,0,0,0,0
2,03-12-2021 7:00,3,0,0,0,0,0,0
2,03-12-2021 8:00,0,0,9,0,0,0,0
2,03-12-2021 8:00,1,0,1,0,0,0,0
2,03-12-2021 8:00,2,0,0,0,0,0,0
2,03-12-2021 8:00,3,0,0,0,0,0,0
2,03-12-2021 9:00,0,0,41,0,0,0,0
2,03-12-2021 9:00,1,3,3,0,0,0,0
2,03-12-2021 9:00,2,6,0,0,0,0,0
2,03-12-2021 9:00,3,1,0,0,0,0,0
2,03-12-2021 10:00,0,0,107,0,0,4,0
2,03-12-2021 10:00,1,0,8,0,0,2,0
2,03-12-2021 10:00,2,8,0,0,0,0,0
2,03-12-2021 10:00,3,57,0,0,0,0,0
2,03-12-2021 11:00,0,0,93,0,0,2,0
2,03-12-2021 11:00,1,4,4,0,0,0,0
2,03-12-2021 11:00,2,6,0,0,0,0,0
2,03-12-2021 11:00,3,8,0,0,0,0,0
2,03-12-2021 12:00,0,1,75,0,0,0,0
2,03-12-2021 12:00,1,3,6,0,0,0,0
2,03-12-2021 12:00,2,15,0,0,0,0,0
2,03-12-2021 12:00,3,4,0,0,0,0,0
2,03-12-2021 13:00,0,1,56,0,0,3,0
2,03-12-2021 13:00,1,0,13,0,0,1,0
2,03-12-2021 13:00,2,27,0,0,0,0,0
2,03-12-2021 13:00,3,16,0,0,0,0,0
2,03-12-2021 14:00,0,0,77,0,0,3,0
2,03-12-2021 14:00,1,8,10,0,0,3,0
2,03-12-2021 14:00,2,0,0,0,0,0,0
2,03-12-2021 14:00,3,19,0,0,0,0,0
2,03-12-2021 15:00,0,0,70,0,0,3,0
2,03-12-2021 15:00,1,0,5,0,0,1,0
2,03-12-2021 15:00,2,0,0,0,0,0,0
2,03-12-2021 15:00,3,5,0,0,0,0,0
2,03-12-2021 16:00,0,0,63,0,0,2,0
2,03-12-2021 16:00,1,7,2,0,0,1,0
2,03-12-2021 16:00,2,15,0,0,0,0,0
2,03-12-2021 16:00,3,74,0,0,0,0,0
2,03-12-2021 17:00,0,0,110,0,0,2,0
2,03-12-2021 17:00,1,4,1,0,0,3,0
2,03-12-2021 17:00,2,25,0,0,0,0,0
2,03-12-2021 17:00,3,9,0,0,0,0,0
2,03-12-2021 18:00,0,0,135,0,0,3,0
2,03-12-2021 18:00,1,10,0,0,0,9,0
2,03-12-2021 18:00,2,22,0,0,0,0,0
2,03-12-2021 18:00,3,0,0,0,0,0,0
2,03-12-2021 19:00,0,0,18,0,0,0,0
2,03-12-2021 19:00,1,0,18,0,0,3,0
2,03-12-2021 19:00,2,7,0,0,0,0,0
2,03-12-2021 19:00,3,0,0,0,0,0,0
2,03-12-2021 20:00,0,0,9,0,0,0,0
2,03-12-2021 20:00,1,0,15,0,0,0,0
2,03-12-2021 20:00,2,1,0,0,0,0,0
2,03-12-2021 20:00,3,0,0,0,0,0,0
2,03-12-2021 21:00,0,0,8,0,0,0,0
2,03-12-2021 21:00,1,0,19,0,0,0,0
2,03-12-2021 21:00,2,0,0,0,0,0,0
2,03-12-2021 21:00,3,0,0,0,0,0,0
2,03-12-2021 22:00,0,0,6,0,0,0,0
2,03-12-2021 22:00,1,5,16,0,0,0,0
2,03-12-2021 22:00,2,1,0,0,0,0,0
2,03-12-2021 22:00,3,0,0,0,0,0,0
2,03-12-2021 23:00,0,0,5,0,0,0,0
2,03-12-2021 23:00,1,4,15,0,0,0,0
2,03-12-2021 23:00,2,1,0,0,0,0,0
2,03-12-2021 23:00,3,0,0,0,0,0,0
2,04-12-2021 0:00,0,0,4,0,0,0,0
2,04-12-2021 0:00,1,0,7,0,0,0,0
2,04-12-2021 0:00,2,0,0,0,0,0,0
2,04-12-2021 0:00,3,0,0,0,0,0,0
2,04-12-2021 1:00,0,0,2,0,0,0,0
2,04-12-2021 1:00,1,1,1,0,0,0,0
2,04-12-2021 1:00,2,7,0,0,0,0,0
2,04-12-2021 1:00,3,0,0,0,0,0,0
2,04-12-2021 2:00,0,0,5,0,0,0,0
2,04-12-2021 2:00,1,0,4,0,0,0,0
2,04-12-2021 2:00,2,0,0,0,0,0,0
2,04-12-2021 2:00,3,0,0,0,0,0,0
2,04-12-2021 3:00,0,0,1,0,0,0,0
2,04-12-2021 3:00,1,0,1,0,0,0,0
2,04-12-2021 3:00,2,0,0,0,0,0,0
2,04-12-2021 3:00,3,0,0,0,0,0,0
2,04-12-2021 4:00,0,0,2,0,0,0,0
2,04-12-2021 4:00,1,0,0,0,0,0,0
2,04-12-2021 4:00,2,0,0,0,0,0,0
2,04-12-2021 4:00,3,0,0,0,0,0,0
2,04-12-2021 5:00,0,0,1,0,0,0,0
2,04-12-2021 5:00,1,0,1,0,0,0,0
2,04-12-2021 5:00,2,1,0,0,0,0,0
2,04-12-2021 5:00,3,0,0,0,0,0,0
2,04-12-2021 6:00,0,0,0,0,0,0,0
2,04-12-2021 6:00,1,0,1,0,0,0,0
2,04-12-2021 6:00,2,0,0,0,0,0,0
2,04-12-2021 6:00,3,0,0,0,0,0,0
2,04-12-2021 7:00,0,0,1,0,0,0,0
2,04-12-2021 7:00,1,0,3,0,0,0,0
2,04-12-2021 7:00,2,0,0,0,0,0,0
2,04-12-2021 7:00,3,0,0,0,0,0,0
2,04-12-2021 8:00,0,0,0,0,0,0,0
2,04-12-2021 8:00,1,0,1,0,0,0,0
2,04-12-2021 8:00,2,0,0,0,0,0,0
2,04-12-2021 8:00,3,0,0,0,0,0,0
2,04-12-2021 9:00,0,0,10,0,0,0,0
2,04-12-2021 9:00,1,0,0,0,0,0,0
2,04-12-2021 9:00,2,0,0,0,0,0,0
2,04-12-2021 9:00,3,0,0,0,0,0,0
2,04-12-2021 10:00,0,0,50,0,0,4,0
2,04-12-2021 10:00,1,10,1,0,0,1,0
2,04-12-2021 10:00,2,31,0,0,0,0,0
2,04-12-2021 10:00,3,2,0,0,0,0,0
2,04-12-2021 11:00,0,0,61,0,0,25,0
2,04-12-2021 11:00,1,4,2,0,0,0,0
2,04-12-2021 11:00,2,0,0,0,0,0,0
2,04-12-2021 11:00,3,40,0,0,0,0,0
2,04-12-2021 12:00,0,1,87,0,0,61,0
2,04-12-2021 12:00,1,0,5,0,0,2,0
2,04-12-2021 12:00,2,0,0,0,0,0,0
2,04-12-2021 12:00,3,2,0,0,0,0,0
2,04-12-2021 13:00,0,1,89,0,0,17,0
2,04-12-2021 13:00,1,20,4,0,0,2,0
2,04-12-2021 13:00,2,2,0,2,0,0,0
2,04-12-2021 13:00,3,25,0,0,0,0,0
2,04-12-2021 14:00,0,0,66,0,0,9,0
2,04-12-2021 14:00,1,3,11,0,0,7,0
2,04-12-2021 14:00,2,5,0,0,0,0,0
2,04-12-2021 14:00,3,5,0,0,0,0,0
2,04-12-2021 15:00,0,0,94,0,0,16,0
2,04-12-2021 15:00,1,0,6,0,0,4,0
2,04-12-2021 15:00,2,9,0,0,0,0,0
2,04-12-2021 15:00,3,0,0,0,0,0,0
2,04-12-2021 16:00,0,0,81,0,0,26,0
2,04-12-2021 16:00,1,8,1,0,0,6,0
2,04-12-2021 16:00,2,10,0,0,0,0,0
2,04-12-2021 16:00,3,58,0,0,0,0,0
2,04-12-2021 17:00,0,0,114,0,0,28,0
